p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
3005489,,United Kingdom,Spain,Russia,Greece,93825.0,2019-02-28T23:16:12.000Z,United Kingdom_Spain_Russia_Greece,4
3005490,Greece,Mexico,Mexico,Mexico,United Kingdom,6774.0,2019-02-28T23:16:15.000Z,Greece_Mexico_United Kingdom,3
3005491,Russia,,United Kingdom,Israel,Greece,27509.0,2019-02-28T23:16:23.000Z,Russia_United Kingdom_Israel_Greece,4
3005492,Mexico,Greece,Spain,,United Kingdom,62906.0,2019-02-28T23:16:23.000Z,Mexico_Greece_Spain_United Kingdom,4
3005493,United Kingdom,Turkey,,Greece,,67885.0,2019-02-28T23:16:25.000Z,United Kingdom_Turkey_Greece,3
3005494,Spain,,Russia,Israel,United Kingdom,97360.0,2019-02-28T23:16:25.000Z,Spain_Russia_Israel_United Kingdom,4
3005495,United Kingdom,Spain,Mexico,Turkey,United Kingdom,16884.0,2019-02-28T23:16:29.000Z,United Kingdom_Spain_Mexico_Turkey_United Kingdom,5
3005496,Israel,Spain,,Russia,Greece,95436.0,2019-02-28T23:16:30.000Z,Israel_Spain_Russia_Greece,4
3005497,Russia,Greece,Russia,Russia,Russia,65757.0,2019-02-28T23:16:32.000Z,Russia_Greece_Russia,3
3005498,Mexico,,Spain,Turkey,,11918.0,2019-02-28T23:16:33.000Z,Mexico_Spain_Turkey,3
3005499,Spain,United Kingdom,Greece,Mexico,United Kingdom,15174.0,2019-02-28T23:16:33.000Z,Spain_United Kingdom_Greece_Mexico_United Kingdom,5
3005500,Spain,,Russia,,Mexico,80037.0,2019-02-28T23:16:34.000Z,Spain_Russia_Mexico,3
3005501,Russia,Russia,United Kingdom,Israel,Greece,27216.0,2019-02-28T23:16:35.000Z,Russia_United Kingdom_Israel_Greece,4
3005502,,Israel,Israel,United Kingdom,Greece,3224.0,2019-02-28T23:16:37.000Z,Israel_United Kingdom_Greece,3
3005503,United Kingdom,Turkey,United Kingdom,Russia,Greece,26532.0,2019-02-28T23:16:39.000Z,United Kingdom_Turkey_United Kingdom_Russia_Greece,5
3005504,Israel,,Spain,Turkey,Mexico,95607.0,2019-02-28T23:16:43.000Z,Israel_Spain_Turkey_Mexico,4
3005505,United Kingdom,Greece,United Kingdom,,Russia,82063.0,2019-02-28T23:16:45.000Z,United Kingdom_Greece_United Kingdom_Russia,4
3005506,Israel,Israel,Mexico,Turkey,Mexico,25092.0,2019-02-28T23:16:48.000Z,Israel_Mexico_Turkey_Mexico,4
3005507,United Kingdom,Turkey,Mexico,Russia,,39505.0,2019-02-28T23:16:52.000Z,United Kingdom_Turkey_Mexico_Russia,4
3005508,Turkey,United Kingdom,Turkey,Mexico,Spain,78250.0,2019-02-28T23:16:52.000Z,Turkey_United Kingdom_Turkey_Mexico_Spain,5
3005509,Israel,,Israel,Mexico,Mexico,98307.0,2019-02-28T23:16:56.000Z,Israel_Mexico,2
3005510,,Mexico,Russia,Israel,Mexico,50269.0,2019-02-28T23:16:57.000Z,Mexico_Russia_Israel_Mexico,4
3005511,Israel,United Kingdom,Russia,Turkey,Mexico,96305.0,2019-02-28T23:16:57.000Z,Israel_United Kingdom_Russia_Turkey_Mexico,5
3005512,,,Israel,Mexico,,82017.0,2019-02-28T23:17:01.000Z,Israel_Mexico,2
3005513,United Kingdom,Turkey,Greece,Israel,Spain,44138.0,2019-02-28T23:17:03.000Z,United Kingdom_Turkey_Greece_Israel_Spain,5
3005514,Turkey,Greece,Russia,Mexico,Turkey,50420.0,2019-02-28T23:17:03.000Z,Turkey_Greece_Russia_Mexico_Turkey,5
3005515,Greece,Turkey,Israel,United Kingdom,,1145.0,2019-02-28T23:17:03.000Z,Greece_Turkey_Israel_United Kingdom,4
3005516,Turkey,Mexico,Spain,Russia,,64384.0,2019-02-28T23:17:05.000Z,Turkey_Mexico_Spain_Russia,4
3005517,,Turkey,Israel,United Kingdom,Spain,55694.0,2019-02-28T23:17:07.000Z,Turkey_Israel_United Kingdom_Spain,4
3005518,Israel,Mexico,Russia,United Kingdom,Greece,70827.0,2019-02-28T23:17:10.000Z,Israel_Mexico_Russia_United Kingdom_Greece,5
3005519,Mexico,Israel,Greece,Spain,Turkey,57065.0,2019-02-28T23:17:11.000Z,Mexico_Israel_Greece_Spain_Turkey,5
3005520,,Russia,Turkey,Israel,Greece,34778.0,2019-02-28T23:17:14.000Z,Russia_Turkey_Israel_Greece,4
3005521,Greece,,Greece,Turkey,Turkey,93874.0,2019-02-28T23:17:18.000Z,Greece_Turkey,2
3005522,Turkey,Israel,,Greece,Spain,85738.0,2019-02-28T23:17:18.000Z,Turkey_Israel_Greece_Spain,4
3005523,Spain,United Kingdom,Mexico,Mexico,Russia,75846.0,2019-02-28T23:17:19.000Z,Spain_United Kingdom_Mexico_Russia,4
3005524,,Russia,Russia,Turkey,Israel,75979.0,2019-02-28T23:17:20.000Z,Russia_Turkey_Israel,3
3005525,Mexico,,Turkey,Greece,Spain,916.0,2019-02-28T23:17:21.000Z,Mexico_Turkey_Greece_Spain,4
3005526,,United Kingdom,Mexico,,Russia,67064.0,2019-02-28T23:17:22.000Z,United Kingdom_Mexico_Russia,3
3005527,Spain,Spain,Spain,Israel,,68137.0,2019-02-28T23:17:23.000Z,Spain_Israel,2
3005528,Russia,,,Mexico,Turkey,15912.0,2019-02-28T23:17:24.000Z,Russia_Mexico_Turkey,3
3005529,,Russia,,Turkey,United Kingdom,85245.0,2019-02-28T23:17:25.000Z,Russia_Turkey_United Kingdom,3
3005530,,Israel,Turkey,Russia,United Kingdom,962.0,2019-02-28T23:17:25.000Z,Israel_Turkey_Russia_United Kingdom,4
3005531,Spain,Mexico,Russia,Turkey,United Kingdom,60816.0,2019-02-28T23:17:26.000Z,Spain_Mexico_Russia_Turkey_United Kingdom,5
3005532,Turkey,Turkey,,Russia,,1971.0,2019-02-28T23:17:28.000Z,Turkey_Russia,2
3005533,Turkey,Spain,Russia,,Greece,2910.0,2019-02-28T23:17:28.000Z,Turkey_Spain_Russia_Greece,4
3005534,Greece,Turkey,Spain,,United Kingdom,28438.0,2019-02-28T23:17:29.000Z,Greece_Turkey_Spain_United Kingdom,4
3005535,Turkey,Israel,Mexico,Mexico,Mexico,57662.0,2019-02-28T23:17:31.000Z,Turkey_Israel_Mexico,3
3005536,Russia,Mexico,Russia,,Israel,89946.0,2019-02-28T23:17:32.000Z,Russia_Mexico_Russia_Israel,4
3005537,Israel,Greece,Israel,Israel,Turkey,15932.0,2019-02-28T23:17:34.000Z,Israel_Greece_Israel_Turkey,4
3005539,Turkey,Israel,Russia,Turkey,Mexico,43780.0,2019-02-28T23:17:35.000Z,Turkey_Israel_Russia_Turkey_Mexico,5
3005540,Russia,,,,United Kingdom,73458.0,2019-02-28T23:17:36.000Z,Russia_United Kingdom,2
3005541,Mexico,Spain,Russia,,United Kingdom,889.0,2019-02-28T23:17:39.000Z,Mexico_Spain_Russia_United Kingdom,4
3005542,United Kingdom,Israel,Spain,Russia,Russia,98129.0,2019-02-28T23:17:39.000Z,United Kingdom_Israel_Spain_Russia,4
3005543,Russia,,,Greece,Mexico,7481.0,2019-02-28T23:17:40.000Z,Russia_Greece_Mexico,3
3005544,Turkey,Russia,Greece,Israel,Spain,94156.0,2019-02-28T23:17:40.000Z,Turkey_Russia_Greece_Israel_Spain,5
3005545,,United Kingdom,Russia,Mexico,Greece,34945.0,2019-02-28T23:17:43.000Z,United Kingdom_Russia_Mexico_Greece,4
3005546,Spain,Mexico,Israel,Russia,,95266.0,2019-02-28T23:17:43.000Z,Spain_Mexico_Israel_Russia,4
3005547,Israel,Turkey,,Greece,Spain,12076.0,2019-02-28T23:17:47.000Z,Israel_Turkey_Greece_Spain,4
3005548,Russia,United Kingdom,,Israel,Turkey,14923.0,2019-02-28T23:17:47.000Z,Russia_United Kingdom_Israel_Turkey,4
3005549,Greece,Mexico,,United Kingdom,Russia,90559.0,2019-02-28T23:17:48.000Z,Greece_Mexico_United Kingdom_Russia,4
3005550,Turkey,Israel,,Spain,Mexico,75029.0,2019-02-28T23:17:48.000Z,Turkey_Israel_Spain_Mexico,4
3005551,Spain,Mexico,Spain,Turkey,,50660.0,2019-02-28T23:17:48.000Z,Spain_Mexico_Spain_Turkey,4
3005552,,,Russia,Greece,United Kingdom,26268.0,2019-02-28T23:17:51.000Z,Russia_Greece_United Kingdom,3
3005553,Spain,Mexico,Mexico,Mexico,Greece,14229.0,2019-02-28T23:17:53.000Z,Spain_Mexico_Greece,3
3005554,,Mexico,Spain,,United Kingdom,90486.0,2019-02-28T23:17:53.000Z,Mexico_Spain_United Kingdom,3
3005555,Greece,Mexico,,United Kingdom,Turkey,15158.0,2019-02-28T23:17:56.000Z,Greece_Mexico_United Kingdom_Turkey,4
3005556,United Kingdom,Turkey,,Mexico,Russia,11953.0,2019-02-28T23:17:57.000Z,United Kingdom_Turkey_Mexico_Russia,4
3005557,,United Kingdom,Greece,,Russia,95998.0,2019-02-28T23:17:57.000Z,United Kingdom_Greece_Russia,3
3005558,United Kingdom,United Kingdom,Russia,,Israel,22672.0,2019-02-28T23:17:58.000Z,United Kingdom_Russia_Israel,3
3005559,Israel,,Israel,Spain,,33505.0,2019-02-28T23:17:59.000Z,Israel_Spain,2
3005560,United Kingdom,,Spain,Greece,Greece,19000.0,2019-02-28T23:18:00.000Z,United Kingdom_Spain_Greece,3
3005561,United Kingdom,Russia,Turkey,Greece,Russia,79099.0,2019-02-28T23:18:00.000Z,United Kingdom_Russia_Turkey_Greece_Russia,5
3005562,Israel,,Israel,Mexico,Spain,41717.0,2019-02-28T23:18:04.000Z,Israel_Mexico_Spain,3
3005563,United Kingdom,United Kingdom,Mexico,,,81264.0,2019-02-28T23:18:09.000Z,United Kingdom_Mexico,2
3005564,Greece,,Russia,United Kingdom,,7860.0,2019-02-28T23:18:10.000Z,Greece_Russia_United Kingdom,3
3005565,Greece,Spain,Spain,,Russia,81874.0,2019-02-28T23:18:16.000Z,Greece_Spain_Russia,3
3005566,Spain,Turkey,Israel,,Turkey,56865.0,2019-02-28T23:18:16.000Z,Spain_Turkey_Israel_Turkey,4
3005567,Russia,Turkey,,Spain,Greece,38406.0,2019-02-28T23:18:17.000Z,Russia_Turkey_Spain_Greece,4
3005568,Turkey,Mexico,Turkey,Israel,United Kingdom,20348.0,2019-02-28T23:18:19.000Z,Turkey_Mexico_Turkey_Israel_United Kingdom,5
3005569,Turkey,Spain,Israel,,,51143.0,2019-02-28T23:18:21.000Z,Turkey_Spain_Israel,3
3005570,Mexico,United Kingdom,,,Greece,11207.0,2019-02-28T23:18:22.000Z,Mexico_United Kingdom_Greece,3
3005571,Greece,,Spain,Israel,Spain,36133.0,2019-02-28T23:18:22.000Z,Greece_Spain_Israel_Spain,4
3005572,Turkey,Greece,United Kingdom,Turkey,,26518.0,2019-02-28T23:18:22.000Z,Turkey_Greece_United Kingdom_Turkey,4
3005573,United Kingdom,Spain,Mexico,,Spain,7518.0,2019-02-28T23:18:24.000Z,United Kingdom_Spain_Mexico_Spain,4
3005574,,United Kingdom,Russia,Turkey,Israel,96043.0,2019-02-28T23:18:25.000Z,United Kingdom_Russia_Turkey_Israel,4
3005575,Turkey,United Kingdom,Israel,Greece,Spain,67404.0,2019-02-28T23:18:25.000Z,Turkey_United Kingdom_Israel_Greece_Spain,5
3005576,United Kingdom,Spain,Greece,Mexico,,52854.0,2019-02-28T23:18:25.000Z,United Kingdom_Spain_Greece_Mexico,4
3005577,Spain,Turkey,Greece,,Russia,68611.0,2019-02-28T23:18:29.000Z,Spain_Turkey_Greece_Russia,4
3005578,Turkey,,Mexico,Greece,,66668.0,2019-02-28T23:18:35.000Z,Turkey_Mexico_Greece,3
3005579,Mexico,,Israel,Turkey,Russia,41797.0,2019-02-28T23:18:35.000Z,Mexico_Israel_Turkey_Russia,4
3005580,United Kingdom,Mexico,Turkey,Spain,Turkey,80817.0,2019-02-28T23:18:35.000Z,United Kingdom_Mexico_Turkey_Spain_Turkey,5
3005581,United Kingdom,Russia,Russia,United Kingdom,Greece,62970.0,2019-02-28T23:18:36.000Z,United Kingdom_Russia_United Kingdom_Greece,4
3005582,United Kingdom,,United Kingdom,Turkey,Turkey,26511.0,2019-02-28T23:18:39.000Z,United Kingdom_Turkey,2
3005583,Mexico,,Turkey,Russia,United Kingdom,15423.0,2019-02-28T23:18:45.000Z,Mexico_Turkey_Russia_United Kingdom,4
3005584,,Israel,Turkey,Israel,United Kingdom,74024.0,2019-02-28T23:18:46.000Z,Israel_Turkey_Israel_United Kingdom,4
3005585,,,Israel,Spain,United Kingdom,16974.0,2019-02-28T23:18:47.000Z,Israel_Spain_United Kingdom,3
3005586,,,United Kingdom,,Greece,12812.0,2019-02-28T23:18:48.000Z,United Kingdom_Greece,2
3005587,Spain,Greece,,Mexico,Turkey,54559.0,2019-02-28T23:18:50.000Z,Spain_Greece_Mexico_Turkey,4
3005588,Greece,Israel,Spain,,Mexico,84921.0,2019-02-28T23:18:51.000Z,Greece_Israel_Spain_Mexico,4
3005589,Spain,Israel,,Greece,Russia,66646.0,2019-02-28T23:18:52.000Z,Spain_Israel_Greece_Russia,4
3005590,Mexico,,Greece,Spain,Greece,76795.0,2019-02-28T23:18:52.000Z,Mexico_Greece_Spain_Greece,4
3005591,Russia,Spain,United Kingdom,United Kingdom,,93914.0,2019-02-28T23:18:55.000Z,Russia_Spain_United Kingdom,3
3005592,Turkey,United Kingdom,,,Russia,28724.0,2019-02-28T23:18:57.000Z,Turkey_United Kingdom_Russia,3
3005593,,Russia,United Kingdom,Spain,Israel,66883.0,2019-02-28T23:19:00.000Z,Russia_United Kingdom_Spain_Israel,4
3005594,United Kingdom,Greece,Russia,,,29975.0,2019-02-28T23:19:06.000Z,United Kingdom_Greece_Russia,3
3005595,Russia,Spain,,,United Kingdom,70690.0,2019-02-28T23:19:08.000Z,Russia_Spain_United Kingdom,3
3005596,Mexico,Turkey,Spain,Israel,Russia,29186.0,2019-02-28T23:19:10.000Z,Mexico_Turkey_Spain_Israel_Russia,5
3005597,Mexico,,Russia,Israel,United Kingdom,3411.0,2019-02-28T23:19:12.000Z,Mexico_Russia_Israel_United Kingdom,4
3005598,United Kingdom,United Kingdom,Israel,Mexico,Israel,77475.0,2019-02-28T23:19:12.000Z,United Kingdom_Israel_Mexico_Israel,4
3005599,Israel,Turkey,Turkey,Turkey,Spain,87953.0,2019-02-28T23:19:13.000Z,Israel_Turkey_Spain,3
3005600,Turkey,,Israel,Greece,Russia,38729.0,2019-02-28T23:19:14.000Z,Turkey_Israel_Greece_Russia,4
3005601,Greece,,Israel,,Spain,72057.0,2019-02-28T23:19:15.000Z,Greece_Israel_Spain,3
3005602,Turkey,Turkey,United Kingdom,Mexico,United Kingdom,67243.0,2019-02-28T23:19:18.000Z,Turkey_United Kingdom_Mexico_United Kingdom,4
3005603,,Russia,Greece,United Kingdom,Spain,36644.0,2019-02-28T23:19:22.000Z,Russia_Greece_United Kingdom_Spain,4
3005604,Russia,Israel,Greece,Spain,Israel,29456.0,2019-02-28T23:19:30.000Z,Russia_Israel_Greece_Spain_Israel,5
3005605,Russia,Turkey,United Kingdom,Mexico,,23647.0,2019-02-28T23:19:31.000Z,Russia_Turkey_United Kingdom_Mexico,4
3005606,United Kingdom,United Kingdom,,,Russia,47965.0,2019-02-28T23:19:33.000Z,United Kingdom_Russia,2
3005607,Spain,United Kingdom,Greece,Israel,,55332.0,2019-02-28T23:19:34.000Z,Spain_United Kingdom_Greece_Israel,4
3005608,Israel,Mexico,Spain,Russia,United Kingdom,82538.0,2019-02-28T23:19:36.000Z,Israel_Mexico_Spain_Russia_United Kingdom,5
3005609,Israel,Turkey,United Kingdom,,Turkey,91667.0,2019-02-28T23:19:36.000Z,Israel_Turkey_United Kingdom_Turkey,4
3005610,Turkey,Mexico,,,Israel,99766.0,2019-02-28T23:19:42.000Z,Turkey_Mexico_Israel,3
3005611,Spain,Turkey,,Greece,Turkey,34922.0,2019-02-28T23:19:48.000Z,Spain_Turkey_Greece_Turkey,4
3005612,Spain,Israel,Mexico,,Greece,58058.0,2019-02-28T23:19:53.000Z,Spain_Israel_Mexico_Greece,4
3005613,Greece,,Spain,Mexico,,81668.0,2019-02-28T23:19:56.000Z,Greece_Spain_Mexico,3
3005614,Turkey,Turkey,,Israel,Greece,32891.0,2019-02-28T23:19:57.000Z,Turkey_Israel_Greece,3
3005615,,Israel,Spain,Mexico,,47192.0,2019-02-28T23:19:59.000Z,Israel_Spain_Mexico,3
3005616,Mexico,,Spain,Turkey,,28406.0,2019-02-28T23:20:02.000Z,Mexico_Spain_Turkey,3
3005617,United Kingdom,Russia,Turkey,Russia,Israel,86205.0,2019-02-28T23:20:03.000Z,United Kingdom_Russia_Turkey_Russia_Israel,5
3005618,Greece,Greece,Israel,,Russia,23638.0,2019-02-28T23:20:05.000Z,Greece_Israel_Russia,3
3005619,United Kingdom,Spain,Greece,Russia,Mexico,61946.0,2019-02-28T23:20:05.000Z,United Kingdom_Spain_Greece_Russia_Mexico,5
3005620,Israel,,United Kingdom,Russia,Turkey,54750.0,2019-02-28T23:20:09.000Z,Israel_United Kingdom_Russia_Turkey,4
3005621,Russia,United Kingdom,,,Spain,77690.0,2019-02-28T23:20:09.000Z,Russia_United Kingdom_Spain,3
3005622,,Israel,Greece,Mexico,Spain,60507.0,2019-02-28T23:20:09.000Z,Israel_Greece_Mexico_Spain,4
3005623,Israel,Spain,Russia,Greece,,22703.0,2019-02-28T23:20:13.000Z,Israel_Spain_Russia_Greece,4
3005624,United Kingdom,Spain,Russia,Israel,,96540.0,2019-02-28T23:20:15.000Z,United Kingdom_Spain_Russia_Israel,4
3005626,Mexico,Turkey,Greece,Russia,Turkey,35960.0,2019-02-28T23:20:15.000Z,Mexico_Turkey_Greece_Russia_Turkey,5
3005627,Russia,United Kingdom,Israel,,Turkey,31567.0,2019-02-28T23:20:16.000Z,Russia_United Kingdom_Israel_Turkey,4
3005628,Israel,,Mexico,Russia,Greece,56159.0,2019-02-28T23:20:26.000Z,Israel_Mexico_Russia_Greece,4
3005629,,Mexico,Greece,United Kingdom,,51544.0,2019-02-28T23:20:30.000Z,Mexico_Greece_United Kingdom,3
3005630,Spain,Russia,Israel,,United Kingdom,16170.0,2019-02-28T23:20:32.000Z,Spain_Russia_Israel_United Kingdom,4
3005631,Mexico,Spain,Turkey,,Spain,90281.0,2019-02-28T23:20:33.000Z,Mexico_Spain_Turkey_Spain,4
3005632,Spain,Greece,Greece,Russia,,60156.0,2019-02-28T23:20:33.000Z,Spain_Greece_Russia,3
3005633,,Turkey,,United Kingdom,Spain,4933.0,2019-02-28T23:20:35.000Z,Turkey_United Kingdom_Spain,3
3005634,Greece,Russia,United Kingdom,United Kingdom,Russia,89948.0,2019-02-28T23:20:37.000Z,Greece_Russia_United Kingdom_Russia,4
3005635,Turkey,United Kingdom,Israel,,Spain,6225.0,2019-02-28T23:20:38.000Z,Turkey_United Kingdom_Israel_Spain,4
3005636,Greece,Mexico,United Kingdom,Turkey,,57558.0,2019-02-28T23:20:38.000Z,Greece_Mexico_United Kingdom_Turkey,4
3005637,Greece,Spain,Turkey,Russia,Mexico,21108.0,2019-02-28T23:20:39.000Z,Greece_Spain_Turkey_Russia_Mexico,5
3005638,,Greece,,United Kingdom,,49527.0,2019-02-28T23:20:40.000Z,Greece_United Kingdom,2
3005639,Israel,Turkey,,United Kingdom,,55712.0,2019-02-28T23:20:43.000Z,Israel_Turkey_United Kingdom,3
3005640,Spain,Israel,Russia,Turkey,,66579.0,2019-02-28T23:20:44.000Z,Spain_Israel_Russia_Turkey,4
3005641,Spain,Turkey,Israel,Mexico,United Kingdom,57942.0,2019-02-28T23:20:44.000Z,Spain_Turkey_Israel_Mexico_United Kingdom,5
3005642,Greece,Spain,Turkey,Mexico,Turkey,44791.0,2019-02-28T23:20:46.000Z,Greece_Spain_Turkey_Mexico_Turkey,5
3005643,Mexico,Spain,Greece,United Kingdom,Turkey,89691.0,2019-02-28T23:20:48.000Z,Mexico_Spain_Greece_United Kingdom_Turkey,5
3005644,Spain,,,Russia,Greece,67716.0,2019-02-28T23:20:50.000Z,Spain_Russia_Greece,3
3005645,Spain,Greece,Spain,Russia,,56582.0,2019-02-28T23:20:52.000Z,Spain_Greece_Spain_Russia,4
3005646,Greece,Spain,Turkey,United Kingdom,Mexico,11695.0,2019-02-28T23:20:53.000Z,Greece_Spain_Turkey_United Kingdom_Mexico,5
3005647,,Russia,United Kingdom,Russia,,97949.0,2019-02-28T23:20:53.000Z,Russia_United Kingdom_Russia,3
3005648,Turkey,,Mexico,Russia,Greece,63432.0,2019-02-28T23:20:55.000Z,Turkey_Mexico_Russia_Greece,4
3005649,United Kingdom,Mexico,Russia,Russia,Greece,30709.0,2019-02-28T23:20:57.000Z,United Kingdom_Mexico_Russia_Greece,4
3005650,Greece,United Kingdom,,,Russia,28780.0,2019-02-28T23:20:57.000Z,Greece_United Kingdom_Russia,3
3005651,Mexico,Turkey,Russia,United Kingdom,,25182.0,2019-02-28T23:21:01.000Z,Mexico_Turkey_Russia_United Kingdom,4
3005652,Israel,,Israel,Greece,Turkey,56324.0,2019-02-28T23:21:07.000Z,Israel_Greece_Turkey,3
3005653,,Israel,Turkey,Mexico,,6788.0,2019-02-28T23:21:08.000Z,Israel_Turkey_Mexico,3
3005654,Turkey,Turkey,,United Kingdom,Spain,20352.0,2019-02-28T23:21:08.000Z,Turkey_United Kingdom_Spain,3
3005655,,Israel,Greece,Mexico,Russia,46771.0,2019-02-28T23:21:08.000Z,Israel_Greece_Mexico_Russia,4
3005656,United Kingdom,,,,Russia,95458.0,2019-02-28T23:21:16.000Z,United Kingdom_Russia,2
3005657,Spain,,Russia,Greece,Israel,92253.0,2019-02-28T23:21:17.000Z,Spain_Russia_Greece_Israel,4
3005658,Greece,,Greece,Spain,Greece,46314.0,2019-02-28T23:21:19.000Z,Greece_Spain_Greece,3
3005659,Israel,Israel,Mexico,Turkey,United Kingdom,17307.0,2019-02-28T23:21:23.000Z,Israel_Mexico_Turkey_United Kingdom,4
3005660,Spain,,Mexico,Greece,,70297.0,2019-02-28T23:21:23.000Z,Spain_Mexico_Greece,3
3005661,Greece,Russia,Israel,United Kingdom,Turkey,37987.0,2019-02-28T23:21:27.000Z,Greece_Russia_Israel_United Kingdom_Turkey,5
3005662,United Kingdom,,Spain,United Kingdom,Spain,52154.0,2019-02-28T23:21:29.000Z,United Kingdom_Spain_United Kingdom_Spain,4
3005663,Spain,,Mexico,United Kingdom,Russia,16849.0,2019-02-28T23:21:31.000Z,Spain_Mexico_United Kingdom_Russia,4
3005664,Spain,Russia,Greece,Russia,United Kingdom,19087.0,2019-02-28T23:21:33.000Z,Spain_Russia_Greece_Russia_United Kingdom,5
3005665,Mexico,,Mexico,Spain,,75662.0,2019-02-28T23:21:36.000Z,Mexico_Spain,2
3005666,United Kingdom,Greece,Greece,Turkey,Israel,48985.0,2019-02-28T23:21:37.000Z,United Kingdom_Greece_Turkey_Israel,4
3005667,United Kingdom,Mexico,Israel,,United Kingdom,45438.0,2019-02-28T23:21:40.000Z,United Kingdom_Mexico_Israel_United Kingdom,4
3005668,Israel,Spain,,Mexico,Mexico,38265.0,2019-02-28T23:21:41.000Z,Israel_Spain_Mexico,3
3005669,Greece,United Kingdom,Turkey,Russia,,42505.0,2019-02-28T23:21:42.000Z,Greece_United Kingdom_Turkey_Russia,4
3005670,Turkey,Turkey,Turkey,Israel,,3260.0,2019-02-28T23:21:44.000Z,Turkey_Israel,2
3005671,Mexico,,Spain,Turkey,Israel,56183.0,2019-02-28T23:21:45.000Z,Mexico_Spain_Turkey_Israel,4
3005672,Mexico,,Russia,United Kingdom,,17795.0,2019-02-28T23:21:45.000Z,Mexico_Russia_United Kingdom,3
3005673,United Kingdom,Spain,United Kingdom,Turkey,Russia,94118.0,2019-02-28T23:21:45.000Z,United Kingdom_Spain_United Kingdom_Turkey_Russia,5
3005674,Russia,,,Spain,Greece,88280.0,2019-02-28T23:21:45.000Z,Russia_Spain_Greece,3
3005675,Spain,Turkey,,United Kingdom,Spain,48035.0,2019-02-28T23:21:47.000Z,Spain_Turkey_United Kingdom_Spain,4
3005676,Russia,Greece,Israel,Turkey,Mexico,62072.0,2019-02-28T23:21:48.000Z,Russia_Greece_Israel_Turkey_Mexico,5
3005677,,Russia,Mexico,Greece,,59236.0,2019-02-28T23:21:49.000Z,Russia_Mexico_Greece,3
3005678,,Russia,Mexico,,Greece,20749.0,2019-02-28T23:21:53.000Z,Russia_Mexico_Greece,3
3005679,Russia,Mexico,United Kingdom,,Spain,71752.0,2019-02-28T23:21:58.000Z,Russia_Mexico_United Kingdom_Spain,4
3005680,Greece,Israel,,,Mexico,78557.0,2019-02-28T23:22:00.000Z,Greece_Israel_Mexico,3
3005681,Greece,Greece,,Greece,United Kingdom,71141.0,2019-02-28T23:22:00.000Z,Greece_United Kingdom,2
3005682,,Greece,Israel,Spain,,43548.0,2019-02-28T23:22:00.000Z,Greece_Israel_Spain,3
3005683,Russia,,Turkey,Greece,Spain,1721.0,2019-02-28T23:22:01.000Z,Russia_Turkey_Greece_Spain,4
3005684,,Russia,Turkey,Israel,Israel,84978.0,2019-02-28T23:22:08.000Z,Russia_Turkey_Israel,3
3005685,Israel,United Kingdom,Russia,United Kingdom,Russia,15994.0,2019-02-28T23:22:09.000Z,Israel_United Kingdom_Russia_United Kingdom_Russia,5
3005686,United Kingdom,Russia,Mexico,Turkey,,13500.0,2019-02-28T23:22:09.000Z,United Kingdom_Russia_Mexico_Turkey,4
3005687,United Kingdom,,Israel,Israel,,74510.0,2019-02-28T23:22:13.000Z,United Kingdom_Israel,2
3005689,United Kingdom,Israel,United Kingdom,Greece,Spain,55402.0,2019-02-28T23:22:21.000Z,United Kingdom_Israel_United Kingdom_Greece_Spain,5
3005690,Turkey,Russia,,,Israel,11834.0,2019-02-28T23:22:22.000Z,Turkey_Russia_Israel,3
3005691,United Kingdom,Turkey,,,United Kingdom,55768.0,2019-02-28T23:22:27.000Z,United Kingdom_Turkey_United Kingdom,3
3005692,Spain,Israel,,Turkey,,82791.0,2019-02-28T23:22:28.000Z,Spain_Israel_Turkey,3
3005693,,Turkey,United Kingdom,Russia,Mexico,73445.0,2019-02-28T23:22:31.000Z,Turkey_United Kingdom_Russia_Mexico,4
3005694,Israel,United Kingdom,Russia,Russia,Israel,10883.0,2019-02-28T23:22:31.000Z,Israel_United Kingdom_Russia_Israel,4
3005695,Israel,Mexico,Greece,Greece,Spain,28950.0,2019-02-28T23:22:32.000Z,Israel_Mexico_Greece_Spain,4
3005696,United Kingdom,Greece,Israel,Spain,Mexico,87712.0,2019-02-28T23:22:35.000Z,United Kingdom_Greece_Israel_Spain_Mexico,5
3005697,Turkey,Greece,United Kingdom,Israel,Mexico,58826.0,2019-02-28T23:22:39.000Z,Turkey_Greece_United Kingdom_Israel_Mexico,5
